Repeat	Transcript	ReadID	polyA
WT_rep1	AT1G12090.1	5b77fa98-2745-4f63-bac4-2ba5b21523fc	TRUE
WT_rep1	AT1G12090.1	76647617-273b-4f86-bd91-bd4fd6858278	FALSE
WT_rep1	AT1G12090.1	ca5e8674-1f5a-4ae5-9dca-06a19c59f34c	FALSE
WT_rep1	AT1G12090.1	394ecb5f-5bc7-4a7c-a5f3-bdfe91304869	FALSE
WT_rep1	AT1G12090.1	caf33419-913b-46a1-a983-36c1bad1f2dc	FALSE
WT_rep1	AT1G12090.1	3ac2e9dc-a6f5-4fb8-aef0-221289f376b1	FALSE
WT_rep1	AT1G12090.1	dd7cc4c1-c989-4233-bbc9-815e20870b1a	FALSE
WT_rep1	AT1G12090.1	b803ed3b-a552-44a7-90dc-b276044fc1d8	FALSE
WT_rep1	AT1G12090.1	b8d2b3ec-15b4-443c-9e3f-75438b75ca5a	FALSE
WT_rep1	AT1G12090.1	4e415b68-1e5e-4c2c-83c4-5c16cbc4b2bd	FALSE
WT_rep1	AT1G12090.1	207d2b48-3c8b-42dc-b8bf-8e2f49c39e4d	FALSE
WT_rep1	AT1G12090.1	5ecb815f-723e-46a8-b6dc-dc9f81d5377b	FALSE
WT_rep1	AT1G12090.1	c6e01655-ed3b-4366-9247-22b543ba69b1	FALSE
WT_rep1	AT1G12090.1	cf10e382-4603-4c6d-8b60-3ea12b571250	FALSE
WT_rep1	AT1G12090.1	b91fb3e6-6eb0-422c-8cb8-7344b46219c2	FALSE
WT_rep1	AT1G12090.1	0a6eade4-6338-4d8f-b607-0be7cfd68dab	FALSE
WT_rep1	AT1G12090.1	0aae813c-f341-4d92-8928-2fa65265b59a	FALSE
WT_rep1	AT1G12090.1	fe9b4393-3630-4289-a8f2-5c3f53f747cd	FALSE
WT_rep1	AT1G12090.1	f69d4838-ba2c-42b5-b381-0b143e7e938d	FALSE
WT_rep1	AT1G12090.1	0a67e69e-bb90-48bc-b5b5-02c04ed693b7	FALSE
WT_rep1	AT1G12090.1	a54a5428-230d-4592-bf9d-35efdce7d632	FALSE
WT_rep1	AT1G12090.1	429427e6-b256-4267-a9ca-87e75b806e76	FALSE
WT_rep1	AT1G12090.1	3af7da8c-7ff0-4c41-9f2c-2640b5384a80	FALSE
WT_rep1	AT1G12090.1	829d36d0-7730-4432-bd38-f38315477ef2	FALSE
WT_rep1	AT1G12090.1	54cfcc4d-79eb-4834-bf30-5b3833fa6bf7	FALSE
